,Date,month,yield,maturity
27877,2009,1 Yr,0.0031,12
32771,2009,2 Yr,0.0076,24
37665,2009,3 Yr,0.0123,36
42559,2009,5 Yr,0.0215,60
47453,2009,7 Yr,0.028900000000000002,84
52347,2009,10 Yr,0.0345,120
57241,2009,20 Yr,0.0431,240
62135,2009,30 Yr,0.0441,360
3161,2010,1 Mo,0.0017000000000000001,1
8055,2010,2 Mo,0.0016,2
12949,2010,3 Mo,0.0016,3
17843,2010,4 Mo,0.002,4
22737,2010,6 Mo,0.002,6
27631,2010,1 Yr,0.0028000000000000004,12
32525,2010,2 Yr,0.0053,24
37419,2010,3 Yr,0.0084,36
42313,2010,5 Yr,0.016399999999999998,60
47207,2010,7 Yr,0.0233,84
52101,2010,10 Yr,0.0297,120
56995,2010,20 Yr,0.0395,240
61889,2010,30 Yr,0.0424,360
3160,2010,1 Mo,0.0016,1
8054,2010,2 Mo,0.0016,2
12948,2010,3 Mo,0.0016,3
17842,2010,4 Mo,0.0019,4
22736,2010,6 Mo,0.0019,6
27630,2010,1 Yr,0.0029,12
32524,2010,2 Yr,0.0055000000000000005,24
37418,2010,3 Yr,0.0086,36
42312,2010,5 Yr,0.0168,60
47206,2010,7 Yr,0.023700000000000002,84
52100,2010,10 Yr,0.0301,120
56994,2010,20 Yr,0.0397,240
61888,2010,30 Yr,0.042699999999999995,360
3159,2010,1 Mo,0.0014000000000000002,1
8053,2010,2 Mo,0.0014000000000000002,2
12947,2010,3 Mo,0.0014000000000000002,3
17841,2010,4 Mo,0.0019,4
22735,2010,6 Mo,0.0019,6
27629,2010,1 Yr,0.0026,12
32523,2010,2 Yr,0.0049,24
37417,2010,3 Yr,0.008,36
42311,2010,5 Yr,0.016399999999999998,60
47205,2010,7 Yr,0.0236,84
52099,2010,10 Yr,0.030299999999999997,120
56993,2010,20 Yr,0.0401,240
61887,2010,30 Yr,0.0432,360
3178,2010,1 Mo,0.0013,1
8072,2010,2 Mo,0.0013,2
12966,2010,3 Mo,0.0013,3
17860,2010,4 Mo,0.0017000000000000001,4
22754,2010,6 Mo,0.0017000000000000001,6
27648,2010,1 Yr,0.0021,12
32542,2010,2 Yr,0.0033,24
37436,2010,3 Yr,0.0045000000000000005,36
42330,2010,5 Yr,0.0104,60
47224,2010,7 Yr,0.0173,84
52118,2010,10 Yr,0.0253,120
57012,2010,20 Yr,0.0362,240
61906,2010,30 Yr,0.0404,360
3177,2010,1 Mo,0.0013,1
8071,2010,2 Mo,0.0013,2
12965,2010,3 Mo,0.0013,3
17859,2010,4 Mo,0.0016,4
22753,2010,6 Mo,0.0016,6
27647,2010,1 Yr,0.0022,12
32541,2010,2 Yr,0.0038,24
37435,2010,3 Yr,0.0051,36
42329,2010,5 Yr,0.011000000000000001,60
47223,2010,7 Yr,0.0177,84
52117,2010,10 Yr,0.0258,120
57011,2010,20 Yr,0.0369,240
61905,2010,30 Yr,0.0412,360
3158,2010,1 Mo,0.0014000000000000002,1
8052,2010,2 Mo,0.0015,2
12946,2010,3 Mo,0.0015,3
17840,2010,4 Mo,0.0019,4
22734,2010,6 Mo,0.0019,6
27628,2010,1 Yr,0.0026,12
32522,2010,2 Yr,0.0042,24
37416,2010,3 Yr,0.0073,36
42310,2010,5 Yr,0.015300000000000001,60
47204,2010,7 Yr,0.0226,84
52098,2010,10 Yr,0.029500000000000002,120
56992,2010,20 Yr,0.0394,240
61886,2010,30 Yr,0.0425,360
3157,2010,1 Mo,0.0008,1
8051,2010,2 Mo,0.0014000000000000002,2
12945,2010,3 Mo,0.0014000000000000002,3
17839,2010,4 Mo,0.0019,4
22733,2010,6 Mo,0.0019,6
27627,2010,1 Yr,0.0028000000000000004,12
32521,2010,2 Yr,0.0054,24
37415,2010,3 Yr,0.0087,36
42309,2010,5 Yr,0.0174,60
47203,2010,7 Yr,0.025099999999999997,84
52097,2010,10 Yr,0.0315,120
56991,2010,20 Yr,0.041100000000000005,240
61885,2010,30 Yr,0.043899999999999995,360
3156,2010,1 Mo,0.0008,1
8050,2010,2 Mo,0.0015,2
12944,2010,3 Mo,0.0015,3
17838,2010,4 Mo,0.0018,4
22732,2010,6 Mo,0.0018,6
27626,2010,1 Yr,0.003,12
32520,2010,2 Yr,0.0063,24
37414,2010,3 Yr,0.0097,36
42308,2010,5 Yr,0.0187,60
47202,2010,7 Yr,0.0262,84
52096,2010,10 Yr,0.0326,120
56990,2010,20 Yr,0.0418,240
61884,2010,30 Yr,0.044500000000000005,360
3155,2010,1 Mo,0.0009,1
8049,2010,2 Mo,0.0014000000000000002,2
12943,2010,3 Mo,0.0014000000000000002,3
17837,2010,4 Mo,0.0018,4
22731,2010,6 Mo,0.0018,6
27625,2010,1 Yr,0.003,12
32519,2010,2 Yr,0.0064,24
37413,2010,3 Yr,0.009899999999999999,36
42307,2010,5 Yr,0.019,60
47201,2010,7 Yr,0.0262,84
52095,2010,10 Yr,0.0323,120
56989,2010,20 Yr,0.0415,240
61883,2010,30 Yr,0.0441,360
2910,2011,1 Mo,0.0002,1
7804,2011,2 Mo,0.0001,2
12698,2011,3 Mo,0.0001,3
17592,2011,4 Mo,0.0005,4
22486,2011,6 Mo,0.0005,6
27380,2011,1 Yr,0.0012,12
32274,2011,2 Yr,0.0027,24
37168,2011,3 Yr,0.0040999999999999995,36
42062,2011,5 Yr,0.0097,60
46956,2011,7 Yr,0.0155,84
51850,2011,10 Yr,0.021099999999999997,120
56744,2011,20 Yr,0.0282,240
61638,2011,30 Yr,0.031200000000000002,360
2909,2011,1 Mo,0.0002,1
7803,2011,2 Mo,0.0002,2
12697,2011,3 Mo,0.0002,3
17591,2011,4 Mo,0.0006,4
22485,2011,6 Mo,0.0006,6
27379,2011,1 Yr,0.0012,12
32273,2011,2 Yr,0.0025,24
37167,2011,3 Yr,0.0039000000000000003,36
42061,2011,5 Yr,0.0092,60
46955,2011,7 Yr,0.0149,84
51849,2011,10 Yr,0.020499999999999997,120
56743,2011,20 Yr,0.0274,240
61637,2011,30 Yr,0.030299999999999997,360
2928,2011,1 Mo,0.0001,1
7822,2011,2 Mo,0.0001,2
12716,2011,3 Mo,0.0001,3
17610,2011,4 Mo,0.0004,4
22504,2011,6 Mo,0.0004,6
27398,2011,1 Yr,0.0011,12
32292,2011,2 Yr,0.0024,24
37186,2011,3 Yr,0.0039000000000000003,36
42080,2011,5 Yr,0.0091,60
46974,2011,7 Yr,0.0148,84
51868,2011,10 Yr,0.0209,120
56762,2011,20 Yr,0.028300000000000002,240
61656,2011,30 Yr,0.031,360
2927,2011,1 Mo,0.0001,1
7821,2011,2 Mo,0.0001,2
12715,2011,3 Mo,0.0001,3
17609,2011,4 Mo,0.0003,4
22503,2011,6 Mo,0.0003,6
27397,2011,1 Yr,0.0011,12
32291,2011,2 Yr,0.0022,24
37185,2011,3 Yr,0.0037,36
42079,2011,5 Yr,0.0088,60
46973,2011,7 Yr,0.014499999999999999,84
51867,2011,10 Yr,0.0206,120
56761,2011,20 Yr,0.0281,240
61655,2011,30 Yr,0.030899999999999997,360
2908,2011,1 Mo,0.0001,1
7802,2011,2 Mo,0.0001,2
12696,2011,3 Mo,0.0001,3
17590,2011,4 Mo,0.0005,4
22484,2011,6 Mo,0.0005,6
27378,2011,1 Yr,0.0011,12
32272,2011,2 Yr,0.0027,24
37166,2011,3 Yr,0.004,36
42060,2011,5 Yr,0.009300000000000001,60
46954,2011,7 Yr,0.0149,84
51848,2011,10 Yr,0.0204,120
56742,2011,20 Yr,0.0273,240
61636,2011,30 Yr,0.0302,360
2907,2011,1 Mo,0.0,1
7801,2011,2 Mo,0.0001,2
12695,2011,3 Mo,0.0001,3
17589,2011,4 Mo,0.0004,4
22483,2011,6 Mo,0.0004,6
27377,2011,1 Yr,0.0011,12
32271,2011,2 Yr,0.0025,24
37165,2011,3 Yr,0.0040999999999999995,36
42059,2011,5 Yr,0.009399999999999999,60
46953,2011,7 Yr,0.0152,84
51847,2011,10 Yr,0.0208,120
56741,2011,20 Yr,0.0274,240
61635,2011,30 Yr,0.030899999999999997,360
2906,2011,1 Mo,0.0,1
7800,2011,2 Mo,0.0002,2
12694,2011,3 Mo,0.0002,3
17588,2011,4 Mo,0.0005,4
22482,2011,6 Mo,0.0005,6
27376,2011,1 Yr,0.0011,12
32270,2011,2 Yr,0.0024,24
37164,2011,3 Yr,0.0036,36
42058,2011,5 Yr,0.0089,60
46952,2011,7 Yr,0.0146,84
51846,2011,10 Yr,0.0202,120
56740,2011,20 Yr,0.0274,240
61634,2011,30 Yr,0.0304,360
2905,2011,1 Mo,0.0,1
7799,2011,2 Mo,0.0001,2
12693,2011,3 Mo,0.0001,3
17587,2011,4 Mo,0.0004,4
22481,2011,6 Mo,0.0004,6
27375,2011,1 Yr,0.001,12
32269,2011,2 Yr,0.0022,24
37163,2011,3 Yr,0.0034999999999999996,36
42057,2011,5 Yr,0.0086,60
46951,2011,7 Yr,0.0141,84
51845,2011,10 Yr,0.0199,120
56739,2011,20 Yr,0.027000000000000003,240
61633,2011,30 Yr,0.03,360
2904,2011,1 Mo,0.0,1
7798,2011,2 Mo,0.0001,2
12692,2011,3 Mo,0.0001,3
17586,2011,4 Mo,0.0005,4
22480,2011,6 Mo,0.0005,6
27374,2011,1 Yr,0.0011,12
32268,2011,2 Yr,0.0022,24
37162,2011,3 Yr,0.0037,36
42056,2011,5 Yr,0.0089,60
46950,2011,7 Yr,0.0148,84
51844,2011,10 Yr,0.0207,120
56738,2011,20 Yr,0.0279,240
61632,2011,30 Yr,0.031,360
2679,2012,1 Mo,0.0006,1
7573,2012,2 Mo,0.0009,2
12467,2012,3 Mo,0.0009,3
17361,2012,4 Mo,0.0015,4
22255,2012,6 Mo,0.0015,6
27149,2012,1 Yr,0.0018,12
32043,2012,2 Yr,0.003,24
36937,2012,3 Yr,0.0038,36
41831,2012,5 Yr,0.0073,60
46725,2012,7 Yr,0.0116,84
51619,2012,10 Yr,0.0175,120
56513,2012,20 Yr,0.025,240
61407,2012,30 Yr,0.028900000000000002,360
2678,2012,1 Mo,0.0008,1
7572,2012,2 Mo,0.0009,2
12466,2012,3 Mo,0.0009,3
17360,2012,4 Mo,0.0015,4
22254,2012,6 Mo,0.0015,6
27148,2012,1 Yr,0.0019,12
32042,2012,2 Yr,0.0028000000000000004,24
36936,2012,3 Yr,0.0038,36
41830,2012,5 Yr,0.0073,60
46724,2012,7 Yr,0.0116,84
51618,2012,10 Yr,0.0175,120
56512,2012,20 Yr,0.025099999999999997,240
61406,2012,30 Yr,0.0291,360
2659,2012,1 Mo,0.0013,1
7553,2012,2 Mo,0.001,2
12447,2012,3 Mo,0.001,3
17341,2012,4 Mo,0.0014000000000000002,4
22235,2012,6 Mo,0.0014000000000000002,6
27129,2012,1 Yr,0.0018,12
32023,2012,2 Yr,0.0025,24
36917,2012,3 Yr,0.0034000000000000002,36
41811,2012,5 Yr,0.0063,60
46705,2012,7 Yr,0.0105,84
51599,2012,10 Yr,0.0163,120
56493,2012,20 Yr,0.023700000000000002,240
61387,2012,30 Yr,0.027999999999999997,360
2658,2012,1 Mo,0.0007000000000000001,1
7552,2012,2 Mo,0.001,2
12446,2012,3 Mo,0.001,3
17340,2012,4 Mo,0.0015,4
22234,2012,6 Mo,0.0015,6
27128,2012,1 Yr,0.0018,12
32022,2012,2 Yr,0.0025,24
36916,2012,3 Yr,0.0034000000000000002,36
41810,2012,5 Yr,0.0063,60
46704,2012,7 Yr,0.0104,84
51598,2012,10 Yr,0.016200000000000003,120
56492,2012,20 Yr,0.0236,240
61386,2012,30 Yr,0.0278,360
2657,2012,1 Mo,0.0007000000000000001,1
7551,2012,2 Mo,0.001,2
12445,2012,3 Mo,0.001,3
17339,2012,4 Mo,0.0014000000000000002,4
22233,2012,6 Mo,0.0014000000000000002,6
27127,2012,1 Yr,0.0018,12
32021,2012,2 Yr,0.0025,24
36915,2012,3 Yr,0.0032,36
41809,2012,5 Yr,0.0060999999999999995,60
46703,2012,7 Yr,0.0102,84
51597,2012,10 Yr,0.016,120
56491,2012,20 Yr,0.0235,240
61385,2012,30 Yr,0.0278,360
2656,2012,1 Mo,0.0007000000000000001,1
7550,2012,2 Mo,0.001,2
12444,2012,3 Mo,0.001,3
17338,2012,4 Mo,0.0014000000000000002,4
22232,2012,6 Mo,0.0014000000000000002,6
27126,2012,1 Yr,0.0018,12
32020,2012,2 Yr,0.0025,24
36914,2012,3 Yr,0.0032,36
41808,2012,5 Yr,0.006,60
46702,2012,7 Yr,0.01,84
51596,2012,10 Yr,0.0159,120
56490,2012,20 Yr,0.0233,240
61384,2012,30 Yr,0.0276,360
2655,2012,1 Mo,0.0006,1
7549,2012,2 Mo,0.0009,2
12443,2012,3 Mo,0.0009,3
17337,2012,4 Mo,0.0014000000000000002,4
22231,2012,6 Mo,0.0014000000000000002,6
27125,2012,1 Yr,0.0018,12
32019,2012,2 Yr,0.0025,24
36913,2012,3 Yr,0.0033,36
41807,2012,5 Yr,0.0063,60
46701,2012,7 Yr,0.0104,84
51595,2012,10 Yr,0.016399999999999998,120
56489,2012,20 Yr,0.0239,240
61383,2012,30 Yr,0.0281,360
2674,2012,1 Mo,0.0013,1
7568,2012,2 Mo,0.001,2
12462,2012,3 Mo,0.001,3
17356,2012,4 Mo,0.0015,4
22250,2012,6 Mo,0.0015,6
27144,2012,1 Yr,0.002,12
32038,2012,2 Yr,0.0027,24
36932,2012,3 Yr,0.0034999999999999996,36
41826,2012,5 Yr,0.006500000000000001,60
46720,2012,7 Yr,0.0104,84
51614,2012,10 Yr,0.016200000000000003,120
56508,2012,20 Yr,0.0235,240
61402,2012,30 Yr,0.0277,360
2673,2012,1 Mo,0.0013,1
7567,2012,2 Mo,0.0009,2
12461,2012,3 Mo,0.0009,3
17355,2012,4 Mo,0.0015,4
22249,2012,6 Mo,0.0015,6
27143,2012,1 Yr,0.0018,12
32037,2012,2 Yr,0.0027,24
36931,2012,3 Yr,0.0034999999999999996,36
41825,2012,5 Yr,0.006500000000000001,60
46719,2012,7 Yr,0.0104,84
51613,2012,10 Yr,0.0161,120
56507,2012,20 Yr,0.023399999999999997,240
61401,2012,30 Yr,0.0275,360
2429,2013,1 Mo,0.0003,1
7323,2013,2 Mo,0.0004,2
12217,2013,3 Mo,0.0004,3
17111,2013,4 Mo,0.0008,4
22005,2013,6 Mo,0.0008,6
26899,2013,1 Yr,0.001,12
31793,2013,2 Yr,0.0033,24
36687,2013,3 Yr,0.0060999999999999995,36
41581,2013,5 Yr,0.0137,60
46475,2013,7 Yr,0.0203,84
51369,2013,10 Yr,0.0265,120
56263,2013,20 Yr,0.034,240
61157,2013,30 Yr,0.0369,360
2410,2013,1 Mo,0.0002,1
7304,2013,2 Mo,0.0005,2
12198,2013,3 Mo,0.0005,3
17092,2013,4 Mo,0.001,4
21986,2013,6 Mo,0.001,6
26880,2013,1 Yr,0.0013,12
31774,2013,2 Yr,0.003,24
36668,2013,3 Yr,0.0059,36
41562,2013,5 Yr,0.0143,60
46456,2013,7 Yr,0.0216,84
51350,2013,10 Yr,0.0281,120
56244,2013,20 Yr,0.0358,240
61138,2013,30 Yr,0.038599999999999995,360
2409,2013,1 Mo,0.0004,1
7303,2013,2 Mo,0.0006,2
12197,2013,3 Mo,0.0006,3
17091,2013,4 Mo,0.001,4
21985,2013,6 Mo,0.001,6
26879,2013,1 Yr,0.0013,12
31773,2013,2 Yr,0.0028000000000000004,24
